,id,link,title,publicationName,affiliation,abstract,publicationDate,ref_count,publicationYear
10,2810,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062592321&origin=inward,Innovations in integrating language assistants: Inter-collaborative learning,Journal of Language and Education,"[('The University of North Carolina at Charlotte', 'Charlotte', 'United States')]","© 2018 Journal of Language and Education.All right reserved.A language assistant (LA) program was introduced into a university-level Japanese program. The LAs in this program consisted of Japanese study abroad students, that is English as a second language students, coming to study from Japanese universities for either one semester or one academic year, as well as American learners returning from a one-year academic study abroad program in Japan. In the southeastern region of the United States, the Japanese language is not yet considered a major foreign language, thus few opportunities exist for American learners to connect with native speakers of Japanese. The LA program endeavors to ease this limitation. It has been extremely beneficial for our American learners to have opportunities to communicate regularly with Japanese study abroad students in the classrooms. Furthermore, it was found tremendously valuable for Japanese study abroad students and greatly helpful for the instructors as well. This paper describes the procedures and examines the effectiveness of introducing an LA program into Japanese language classes. To analyze the program, questionnaires were distributed to LAs (N=20); five department instructors wrote comments concerning the program; and five Japanese language learners submitted reflection papers. Analyses of the qualitative data indicate that the LA program has many advantages for everyone participating.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",12,2018
11,2811,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062428629&origin=inward,"Veil of Valence: Consensus and Disagreement in Public Opinion Towards School Funding, 1998-2016",Public Opinion Quarterly,"[('Columbia University', 'New York', 'United States')]","© The Author(s) 2018. Published by Oxford University Press on behalf of the American Association for Public Opinion Research. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.Studies examining public opinion toward the education system long have reported consensus in favor of increasing school funding, teacher salaries, and school choice. Despite this apparent agreement, government reform of the US public school system has proven contentious and challenging for both political parties. New data from a diversity of sources allow us to examine the more contentious aspects of school-funding policy and offer insight as to why education-funding reform has been difficult. We find that from 1998 to 2016, citizens were remarkably consistent in their opinions on general questions of school funding. However, there has been substantial disagreement and change in the public opinion toward national versus local school funding, tying teacher salaries to student performance, and specific methods of increasing school choice. This macro-level stability and consistency and micro-level instability and inconsistency may help explain why implementing reform remains difficult even though the desire for reform is widespread.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",13,2018
12,2812,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062424457&origin=inward,The Accuracy of Measurements with Probability and Nonprobability Survey Samples: Replication and Extension,Public Opinion Quarterly,"[('Stanford University', 'Stanford', 'United States')]","© The Author(s) 2018. Published by Oxford University Press on behalf of the American Association for Public Opinion Research. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.Many studies in various countries have found that telephone and internet surveys of probability samples yielded data that were more accurate than internet surveys of nonprobability samples, but some authors have challenged this conclusion. This paper describes a replication and an expanded comparison of data collected in the United States, using a variety of probability and nonprobability sampling methods, using a set of 50 measures of 40 benchmark variables, larger than any used in the past, and assessing accuracy using a new metric for this literature: root mean squared error. Despite substantial drops in response rates since a prior comparison, the probability samples interviewed by telephone or the internet were the most accurate. Internet surveys of a probability sample combined with an opt-in sample were less accurate; least accurate were internet surveys of opt-in panel samples. These results were not altered by implementing poststratification using demographics.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",40,2018
13,2813,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062420820&origin=inward,Meta-Analyses in Survey Methodology: A Systematic Review,Public Opinion Quarterly,"[('Univerza v Ljubljani', 'Ljubljana', 'Slovenia')]","© The Author(s) 2018. Published by Oxford University Press on behalf of the American Association for Public Opinion Research. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.Meta-Analytic techniques have become the standard methods for aggregating the results from thematically related studies in the behavioral, health, and economic sciences. To analyze the state of the art of using meta-Analyses in survey methodology, previous meta-Analyses are systematically identified and classified according to the thematic areas the analyses address. This is followed by identifying gaps in research (i.e., areas where there are few or no existing meta-Analyses) and investigating potential avenues for future meta-Analyses in this field. The findings are based on a systematic search of two bibliographic harvesters (together covering 265 bibliographic databases), which yielded 54 eligible manuscripts reporting 60 meta-Analytic studies and 91 effect sizes. To identify the thematic areas, the effect sizes are structured according to seven categories of the total survey error (TSE). Characteristics of primary studies that potentially influence the variability of meta-Analytic findings also are considered, such as the survey mode, questionnaire design, and sample characteristics. The results show that the thematic areas of these meta-Analyses cover only two of the seven TSE categories: measurement and nonresponse error. Thematic areas in the remaining TSE categories are not covered, and the key practical implication is that gaps exist in current research. Regarding the methodology of existing meta-Analyses in the survey methodology field, there are fundamental differences in reporting styles in terms of transparency and replicability, calling for a concerted effort to develop meta-Analytic reporting standards for survey methodology.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",38,2018
14,2814,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062400029&origin=inward,"The Fragmenting Public Agenda: Capacity, Diversity, and Volatility in Responses to the ""most Important Problem"" Question",Public Opinion Quarterly,"[('The University of Oklahoma', 'Norman', 'United States')]","© The Author(s) 2018. Published by Oxford University Press on behalf of the American Association for Public Opinion Research. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.This study documents the fragmentation of the American public's agenda. Updating work byMcCombs and Zhu (1995), it measures the carrying capacity of the public agenda, the degree of diversity, and the rate of turnover in issues named by Gallup survey respondents asked Gallup's classic question, ""What do you think is the most important problem facing this country today?,"" from 1975 through 2014. Assuming the public agenda's capacity to be relatively fixed, scholars have argued that increasing agenda diversity must exert upward pressure on volatility, generating issue competition. This study reveals that the public agenda has continued to diversify, but volatility has changed little; indeed, the agenda was less volatile in 2014 than it had been in decades. Moreover, issue-carrying capacity has grown, raising questions about the traditionally posited limits of the public agenda's issue-carrying capacity. Issue-carrying capacity is positively related to agenda diversity and negatively related to volatility.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",41,2018
15,2815,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062395042&origin=inward,"The Effects of Metacognition in Survey Research: Experimental, Cross-Sectional, and Content-Analytic Evidence",Public Opinion Quarterly,"[('The Ohio State University', 'Columbus', 'United States')]","© The Author(s) 2018. Published by Oxford University Press on behalf of the American Association for Public Opinion Research. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.Three studies examined the role of language difficulty in public opinion questions. Guided by feelings-As-information theory (FIT;Schwarz 2011), the first study presents an experiment (N = 1,018) in which the language difficulty of public opinion questions was varied. Findings suggest that language difficulty affected metacognitive experiences, which in turn affected reports of political interest, political efficacy, don't know responding, and ideological constraint. Study 2 (N = 1,817) presents cross-sectional evidence from publicly available data that also indicates question-language difficulty influences don't know responding. Given these findings, study 3 (N = 8,090) presents a content analysis that reveals significant systematic variability in language difficulty within polling questions across 10 polling firms in 2016. Contextualizing these findings within a FIT framework, we contend that variability in language difficulty differentially and systematically affects participants' metacognitive experiences while responding to public opinion questions. Given that metacognitive experiences affect survey response, language difficulty ought to be more carefully considered when drafting opinion questions. To this end, the data presented in these studies can be used to aid question construction by providing numeric guidelines, using widely available measures that contextualize the relative difficulty of survey language. It is also recommended that items assessing metacognitive experiences be included in survey research to account for variance in this measure. At a time when polling data are ubiquitous yet polling accuracy is being called into question, it is critical to identify sources of unmeasured error within polling data.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",48,2018
16,2816,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062393907&origin=inward,Does Encouraging Record Use for Financial Assets Improve Data Accuracy? Evidence from Administrative Data,Public Opinion Quarterly,"[('U.S. Census Bureau', 'Washington, D.C.', 'United States')]","© Published by Oxford University Press on behalf of the American Association for Public Opinion Research 2018.Many surveys ask respondents to consult financial records in order to improve data accuracy. However, the assumption that record use reduces measurement error has not been tested with a large-scale comparison to administrative data. This paper compares interest, dividend, and rental income in the Survey of Income and Program Participation (SIPP) to administrative IRS 1040 tax data. In a novel estimation strategy, we use various measures of respondent motivation and precision to account for nonrandom selection. Our results show that record use is associated with reducing the discrepancy between survey and administrative data by approximately 21 to 43 percent. In terms of potential costs from encouraging record use, record users spend an extra 3.5 seconds for each asset question, on average, after controlling for their behavior in other parts of the SIPP interview. The extra time per question translates to a 2.2 percent increase in the total duration of the interview. Thus, while record use may be an effective tool for improving data accuracy, it may come at the cost of higher interviewer compensation and increased respondent burden.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",19,2018
17,2817,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062387837&origin=inward,Partisan Feedback: Heterogeneity in Opinion Responsiveness,Public Opinion Quarterly,"[('The University of Texas at Austin', 'Austin', 'United States')]","© The Author(s) 2018. Published by Oxford University Press on behalf of the American Association for Public Opinion Research. All rights reserved.Do partisans respond differently to changes in public policy depending on which party controls the government? It is well established that opinions of various groups tend to move in parallel over time; however, work on partisanship shows that partisans can respond very differently to the same message. This study investigates whether partisans from different parties react the same to changes in policy (as implied by the parallel-publics literature), or differently (as implied by the partisanship literature). I argue that we should see important differences in policy feedback between partisan groups, but only on salient policies that have large disagreement across partisan lines. To test this expectation, I use the thermostatic model of opinion-policy feedback, relying on data from the 1973-2014 General Social Survey. Findings indicate that partisans react differently to policy in issue areas with relatively large disagreement. This finding enhances our understanding of the interaction between partisan control of government and partisanship in the opinion-policy process. Implications of these findings for research on public opinion and public policy are discussed.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",46,2018
18,2818,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062277504&origin=inward,Analysis of direction and area of magnetic susceptibility artifact according to frequency-encoding changes in 3.0 tesla MRI,Journal of Magnetics,"[('Eulji University', 'Daejeon', 'South Korea')]","© The Korean Magnetics Society. All rights reserved.In this study, the length and area of t he artifact were quantitatively evaluated according to the direction of the magnetic susceptibility artifact. Using a self-made magnetic susceptibility artifact phantom the frequency-encoding direction in the 3.0T MRI system was changed in axial, coronal, and sagittal planes using T2 fast spin echo (FSE). The results showed a difference in length when the frequency encoding was changed from antero-posterior (AP) to right-to-left (RL) in the axial, RL to superior-inferior (SI) in coronal and AP to SI in sagittal planes (p < 0.05). In addition, the difference occurred when the magnetic susceptibility artifact area was measured according to the frequency-encoding direction conversion (p < 0.05). However, additional studies of magnetic susceptibility artifacts using various types of screws and plates are needed. This study provides basic data to prevent magnetic susceptibility artifact due to screw fixation.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",30,2018
19,2819,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062271306&origin=inward,Effects of hand intrinsic muscle facilitation and functional task training on cerebral motor evoked potential after 1 Hz low-frequency rTMS in stroke patients,Journal of Magnetics,"[('Shinsung University', 'Chungnam', 'South Korea')]","© The Korean Magnetics Society. All rights reserved.The purpose of this study was to investigate the effects of hand intrinsic muscles facilitation and functional task training with 1 Hz repetitive transcranial magnetic stimulation (rTMS) on cerebral motor cortex activity in stroke patients and to investigate the effectiveness of stroke rehabilitation. In this study, 20 adult stroke patients were randomly selected and divided into two groups of 10 each other. In the experimental group, hand intrinsic muscles facilitation and functional task training were performed after 1 Hz low frequency for 20 minutes and simple upper limb task training was performed in the control group. To investigate the changes of cerebral motor cortex activity after intervention, we measured Motor evoked potential (MEP) amplitude and latency. In both groups, MEP amplitude increased and MEP latency decreased after intervention. There was a significant difference between the two groups in MEP amplitude and latency (p < 0.01) (p < 0.05). Therefore, hand intrinsic muscles facilitation and functional task training with 1 Hz low frequency (rTMS) of stroke patients showed positive results in MEP amplitude and latency change of the injured cerebral cortex after stroke.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",32,2018
20,2820,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062267569&origin=inward,The comparison of the effects of fruits and whitening toothpaste using scanning electron microscopy and eelectromagnetic wave (X-ray) photoelectron spectrometer,Journal of Magnetics,"[('Kangwon National University', 'Chuncheon', 'South Korea')]","© The Korean Magnetics Society. All rights reserved.The purpose of this study is to investigate the stability of natural teeth whitening by analyzing the change on the tooth enamel surface and major mineral components, as well as tooth whitening using a natural material, such as fruit juice. Only the buccal surfaces of 20 premolar teeth extracted were assigned to 5 groups (n=4). For Group 1, normal saline was applied; for Group 2, strawberry and baking soda were mixed at a ratio of 3:1; for Group 3, lemon and baking soda were mixed at a ratio of 3:1; and for Group 4, baking soda and water were mixed at a ratio of 3:1. About 1 ml of each material was applied on the enamel surface using a toothbrush. For Group 5, 5 mm whitening toothpaste was applied using a toothbrush. Color changes using the CIELAB, pH measurement using a pH meter, surface morphology using scanning electron microscopy (SEM), and mineral content using electromagnetic wave (X-ray) photoelectron spectrometer (XPS) were measured. The whitening effect was highest in the teeth applied with lemon compared to the whitening toothpaste. The pH value was lowest with the lemon application, which showed a distinctly rough surface and porosity. The Ca and P values were lowest in the tooth surface whitened with lemon. It was confirmed that tooth whitening with natural fruit juice increased the roughness of the tooth surface due to the acidic low pH. It also caused enamel demineraliza-tion and posed harm to the teeth.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",22,2018
21,2821,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062265666&origin=inward,Detailed magnetic force analysis of A 4-pole hybrid electromagnet by magnetic equivalent circuit method,Journal of Magnetics,"[('TUBITAK Marmara Research Center', 'Gebze', 'Turkey')]","© The Korean Magnetics Society. All rights reserved.In this paper, detailed magnetic force analysis of a 4-pole hybrid electromagnet system providing an advantage of full-redundant levitation is studied. The novel fragmented magnetic equivalent circuit method (MEC) is developed to accurately capture inherited nonlinear characteristics of 4-pole hybrid electromagnet to investigate force characteristics and magnetic field distribution. To confirm this method, two possible scenarios, which are levitation under plain core and levitation under dual-linear motor are composed. As well as, they are examined by both proposed method and FEM analyses. Comparative analyses of both methods revealed that force, inclination torque, and mutual interference can be easily captured with adequate accuracy while at the same time yielding less computation and set up time. Furthermore, the fragmented formulations of permeance functions can be generalized for the analysis and the design of similar devices which specifically involve inclination motions.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",26,2018
22,2822,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062264830&origin=inward,Short term effect of PEMF magnetotherapy on chronic low back pain,Journal of Magnetics,"[('Univerzitetni Klinični Center Maribor', 'Maribor', 'Slovenia')]","© The Korean Magnetics Society. All rights reserved. The aim of double-blind, randomized and placebo-controlled study was to determine the therapeutic effect of pulsed electromagnetic fields (PEMF) therapy in treating chronic low back pain. The subjects were randomized into two groups: magnetotherapy group = 33 subjects, placebo group = 27 subjects. The group treated with magnetic field in solenoid received the therapy for 3 weeks – 5 times per week, total of 15 therapies. Magnetotherapy data: pulsed electromagnetic therapy, B max = 0,681 mT, frequency 10 Hz, vector dB/dT = 0.976 mT/s, duration of therapy 20 minutes. In both groups the level of pain measured with VAS decreased and the function assessed with the Oswestry Disability Index improved immediately after the therapy and one month after the completed therapy, however the differences among groups were not statistically significant. Magnetotherapy with PEMF parameters and placebo therapy decreased the level of pain and improved the function in subjects but the differences between groups were not statistically significant.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",29,2018
